Generating bootstrap keys (this may take a moment)...
Bootstrap keys generated successfully!
name,keygen_ms,bootstrap_keygen_ms,encrypt_ms,eval_ms,decrypt_ms,total_ms,precision_bits,abs_error
horner_poly_deg14,967.5,130743.6,276.1,2034.8,5.0,134027.0,-3.42,1.07e+01
