name,keygen_ms,bootstrap_keygen_ms,encrypt_ms,eval_ms,decrypt_ms,total_ms,precision_bits,abs_error
conv2d_5x5_k3,41.8,0.0,289.4,157.0,19.9,508.1,26.09,1.40e-08
